0.050000	0.866667	0.351866
0.050050	0.733333	0.457738
0.050100	0.333333	0.487950
0.050150	0.666667	0.487950
0.050200	0.866667	0.351866
0.050250	1.000000	0.000000
0.050300	1.400000	0.507093
0.050350	2.000000	0.000000
0.050400	2.000000	0.377964
0.050450	2.666667	0.487950
0.050500	2.800000	0.414039
0.050550	3.000000	0.000000
0.050600	2.866667	0.351866
0.050650	2.733333	0.457738
0.050700	2.066667	0.258199
0.050750	2.000000	0.377964
0.050800	2.000000	0.000000
0.050850	1.266667	0.457738
0.050900	1.066667	0.258199
0.050950	1.000000	0.000000
0.051000	1.000000	0.000000
0.051050	0.800000	0.414039
0.051100	0.733333	0.457738
0.051150	0.800000	0.414039
0.051200	0.933333	0.258199
0.051250	0.933333	0.258199
0.051300	1.000000	0.000000
0.051350	0.933333	0.258199
0.051400	1.133333	0.516398
0.051450	1.333333	0.487950
0.051500	1.933333	0.258199
0.051550	1.733333	0.457738
0.051600	1.933333	0.258199
0.051650	1.933333	0.258199
0.051700	1.933333	0.258199
0.051750	1.666667	0.487950
0.051800	1.533333	0.516398
0.051850	1.133333	0.351866
0.051900	1.000000	0.377964
0.051950	0.933333	0.258199
0.052000	0.866667	0.351866
0.052050	0.933333	0.457738
0.052100	1.066667	0.258199
0.052150	1.000000	0.000000
0.052200	1.333333	0.487950
0.052250	1.933333	0.258199
0.052300	2.533333	0.516398
0.052350	3.066667	0.258199
0.052400	3.800000	0.414039
0.052450	3.933333	0.258199
0.052500	4.066667	0.457738
0.052550	4.000000	0.377964
0.052600	4.000000	0.000000
0.052650	3.600000	0.507093
0.052700	3.000000	0.000000
0.052750	2.533333	0.516398
0.052800	2.066667	0.258199
0.052850	1.200000	0.414039
0.052900	1.000000	0.000000
0.052950	0.933333	0.258199
0.053000	0.866667	0.351866
0.053050	0.866667	0.351866
0.053100	1.000000	0.000000
0.053150	1.333333	0.487950
0.053200	1.933333	0.258199
0.053250	2.333333	0.487950
0.053300	3.000000	0.377964
0.053350	3.533333	0.516398
0.053400	3.933333	0.258199
0.053450	3.866667	0.351866
0.053500	4.000000	0.000000
0.053550	3.933333	0.258199
0.053600	3.666667	0.487950
0.053650	3.000000	0.000000
0.053700	2.800000	0.414039
0.053750	2.133333	0.351866
0.053800	2.000000	0.000000
0.053850	1.600000	0.507093
0.053900	1.200000	0.414039
0.053950	1.000000	0.000000
0.054000	1.000000	0.000000
0.054050	1.000000	0.000000
0.054100	1.000000	0.000000
0.054150	1.000000	0.000000
0.054200	1.000000	0.000000
0.054250	1.800000	0.414039
0.054300	2.000000	0.000000
0.054350	2.600000	0.507093
0.054400	3.133333	0.351866
