0.053000	2.000000	0.000000
0.053050	2.600000	0.699206
0.053100	3.000000	0.000000
0.053150	3.100000	0.316228
0.053200	3.800000	0.421637
0.053250	4.000000	0.000000
0.053300	4.000000	0.000000
0.053350	5.000000	0.000000
0.053400	5.300000	0.483046
0.053450	6.000000	0.000000
0.053500	6.400000	0.516398
0.053550	7.000000	0.000000
0.053600	7.600000	0.516398
0.053650	8.000000	0.000000
0.053700	8.700000	0.483046
0.053750	9.000000	0.000000
0.053800	10.000000	0.000000
0.053850	10.000000	0.471405
0.053900	10.500000	0.527046
0.053950	11.000000	0.000000
0.054000	11.300000	0.483046
0.054050	11.800000	0.421637
0.054100	11.900000	0.316228
0.054150	12.000000	0.000000
0.054200	12.200000	0.421637
0.054250	12.000000	0.000000
0.054300	12.300000	0.483046
0.054350	12.100000	0.316228
0.054400	12.000000	0.000000
0.054450	12.000000	0.000000
0.054500	12.000000	0.000000
0.054550	11.300000	0.483046
0.054600	11.000000	0.000000
0.054650	10.500000	0.527046
0.054700	10.000000	0.000000
0.054750	9.500000	0.527046
0.054800	9.000000	0.000000
0.054850	8.000000	0.000000
0.054900	7.800000	0.421637
0.054950	7.100000	0.316228
0.055000	6.000000	0.471405
0.055050	5.900000	0.316228
0.055100	5.000000	0.000000
0.055150	3.900000	0.316228
0.055200	3.700000	0.483046
0.055250	3.000000	0.000000
0.055300	2.100000	0.316228
0.055350	2.000000	0.000000
0.055400	1.700000	0.483046
0.055450	1.100000	0.316228
0.055500	1.000000	0.000000
0.055550	0.900000	0.316228
0.055600	1.000000	0.000000
0.055650	1.300000	0.483046
0.055700	2.000000	0.000000
0.055750	2.100000	0.316228
0.055800	3.000000	0.000000
0.055850	3.900000	0.316228
0.055900	4.900000	0.316228
0.055950	5.700000	0.483046
0.056000	7.000000	0.000000
0.056050	8.000000	0.000000
0.056100	9.800000	0.421637
0.056150	11.100000	0.316228
0.056200	13.000000	0.000000
0.056250	14.800000	0.421637
0.056300	16.800000	0.421637
0.056350	18.900000	0.316228
0.056400	20.500000	0.527046
0.056450	22.800000	0.421637
0.056500	24.600000	0.516398
0.056550	26.900000	0.316228
0.056600	29.100000	0.567646
0.056650	31.100000	0.316228
0.056700	33.000000	0.471405
0.056750	35.300000	0.483046
0.056800	37.100000	0.316228
0.056850	38.800000	0.421637
0.056900	41.000000	0.471405
0.056950	42.300000	0.674949
0.057000	43.600000	0.843274
0.057050	44.300000	0.483046
0.057100	45.500000	0.527046
0.057150	46.100000	0.737865
0.057200	46.300000	0.483046
0.057250	46.700000	0.948683
0.057300	46.200000	0.421637
0.057350	46.100000	0.316228
0.057400	45.500000	0.707107
0.057450	45.000000	0.000000
0.057500	43.800000	0.421637
0.057550	42.200000	0.632456
0.057600	41.000000	0.000000
0.057650	39.200000	0.421637
0.057700	37.300000	0.483046
0.057750	35.700000	0.483046
0.057800	33.200000	0.632456
0.057850	31.000000	0.000000
0.057900	29.100000	0.316228
0.057950	26.800000	0.421637
0.058000	24.300000	0.483046
0.058050	22.100000	0.316228
0.058100	19.900000	0.316228
0.058150	17.200000	0.421637
0.058200	14.900000	0.316228
0.058250	12.900000	0.316228
0.058300	10.600000	0.516398
0.058350	8.800000	0.421637
0.058400	7.000000	0.000000
0.058450	5.000000	0.000000
0.058500	4.000000	0.000000
0.058550	3.100000	0.316228
0.058600	1.900000	0.316228
0.058650	2.000000	0.000000
0.058700	1.900000	0.316228
0.058750	2.000000	0.000000
0.058800	2.000000	0.000000
0.058850	2.900000	0.316228
0.058900	4.000000	0.000000
0.058950	5.300000	0.483046
0.059000	7.000000	0.000000
0.059050	9.200000	0.421637
0.059100	11.600000	0.516398
0.059150	13.900000	0.316228
0.059200	16.600000	0.516398
0.059250	19.200000	0.421637
0.059300	22.000000	0.000000
0.059350	25.300000	0.483046
0.059400	28.400000	0.516398
0.059450	31.700000	0.483046
0.059500	35.000000	0.000000
0.059550	38.400000	0.516398
0.059600	41.700000	0.483046
0.059650	44.800000	0.788811
0.059700	48.000000	0.000000
0.059750	50.900000	0.567646
0.059800	53.800000	0.632456
0.059850	56.900000	0.567646
0.059900	59.600000	0.699206
0.059950	62.000000	0.471405
0.060000	64.100000	0.316228
0.060050	65.900000	0.567646
0.060100	67.200000	0.421637
0.060150	68.400000	0.516398
0.060200	69.300000	0.483046
0.060250	69.400000	0.516398
0.060300	69.500000	0.849837
0.060350	69.200000	0.421637
0.060400	68.700000	0.483046
0.060450	67.600000	0.699206
0.060500	66.300000	0.483046
0.060550	64.800000	0.632456
0.060600	62.800000	0.421637
0.060650	60.800000	0.421637
0.060700	58.200000	0.632456
0.060750	55.800000	0.421637
0.060800	52.500000	0.527046
0.060850	49.900000	0.567646
0.060900	46.700000	0.483046
0.060950	43.400000	0.699206
0.061000	40.100000	0.316228
0.061050	37.000000	0.000000
0.061100	33.400000	0.516398
0.061150	30.500000	0.527046
0.061200	27.000000	0.000000
0.061250	23.900000	0.316228
0.061300	21.000000	0.000000
0.061350	17.900000	0.316228
0.061400	14.900000	0.316228
0.061450	12.000000	0.000000
0.061500	10.000000	0.000000
0.061550	8.000000	0.000000
0.061600	6.000000	0.000000
0.061650	4.200000	0.421637
0.061700	3.300000	0.483046
0.061750	2.100000	0.316228
0.061800	2.000000	0.000000
0.061850	1.900000	0.316228
0.061900	2.000000	0.000000
0.061950	2.100000	0.316228
0.062000	3.000000	0.000000
0.062050	4.000000	0.000000
0.062100	5.000000	0.000000
0.062150	6.500000	0.527046
0.062200	8.100000	0.316228
0.062250	10.100000	0.316228
0.062300	12.200000	0.421637
0.062350	14.500000	0.527046
0.062400	16.800000	0.421637
0.062450	19.000000	0.000000
0.062500	21.900000	0.316228
0.062550	24.000000	0.471405
0.062600	26.000000	0.000000
0.062650	28.700000	0.483046
0.062700	31.000000	0.000000
0.062750	33.300000	0.483046
0.062800	35.500000	0.527046
0.062850	38.000000	0.000000
0.062900	39.900000	0.316228
0.062950	41.100000	0.316228
0.063000	43.000000	0.471405
0.063050	44.100000	0.316228
0.063100	45.800000	0.632456
0.063150	46.300000	0.483046
0.063200	47.000000	0.471405
0.063250	47.700000	0.483046
0.063300	47.900000	0.316228
0.063350	47.700000	0.483046
0.063400	47.900000	0.316228
0.063450	47.000000	0.666667
0.063500	46.100000	0.316228
0.063550	45.200000	0.421637
0.063600	43.900000	0.316228
0.063650	42.400000	0.516398
0.063700	40.700000	0.483046
0.063750	39.000000	0.000000
0.063800	37.000000	0.000000
0.063850	35.000000	0.000000
0.063900	33.100000	0.316228
0.063950	31.000000	0.000000
0.064000	28.900000	0.316228
0.064050	27.000000	0.000000
0.064100	24.900000	0.316228
0.064150	22.800000	0.421637
0.064200	20.300000	0.483046
0.064250	18.400000	0.516398
0.064300	16.600000	0.516398
0.064350	14.500000	0.527046
0.064400	12.700000	0.483046
0.064450	11.000000	0.000000
0.064500	9.200000	0.421637
0.064550	8.000000	0.000000
0.064600	6.200000	0.421637
0.064650	5.100000	0.316228
0.064700	4.000000	0.000000
0.064750	3.000000	0.000000
0.064800	2.000000	0.000000
0.064850	2.000000	0.000000
0.064900	1.000000	0.471405
0.064950	1.000000	0.000000
0.065000	1.000000	0.000000
0.065050	1.000000	0.000000
0.065100	1.000000	0.000000
0.065150	1.100000	0.316228
0.065200	1.700000	0.483046
0.065250	1.900000	0.316228
0.065300	2.300000	0.483046
0.065350	3.000000	0.000000
0.065400	4.000000	0.000000
0.065450	3.900000	0.316228
0.065500	5.000000	0.000000
0.065550	5.900000	0.316228
0.065600	6.200000	0.421637
0.065650	7.000000	0.000000
0.065700	8.000000	0.000000
0.065750	8.600000	0.516398
0.065800	9.300000	0.483046
0.065850	9.900000	0.316228
0.065900	10.200000	0.421637
0.065950	10.900000	0.316228
0.066000	11.300000	0.483046
0.066050	12.100000	0.316228
0.066100	12.100000	0.316228
0.066150	12.700000	0.483046
